SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
523642,PI Industries Ltd,Active,A,1.00,INE603J01030,,PIIND,Equity,https://www.bseindia.com/stock-share-price/pi-industries-ltd/piind/523642/,PI Industries Limited,42563.76
523648,Plastiblends India Ltd-$,Active,B,5.00,INE083C01022,,PLASTIBLEN,Equity,https://www.bseindia.com/stock-share-price/plastiblends-india-ltd/plastiblen/523648/,Plastiblends India Ltd.,452.86
523650,Yash Innoventures Ltd,Active,X,10.00,INE823D01011,,YASHINNO,Equity,https://www.bseindia.com/stock-share-price/yash-innoventures-ltd/yashinno/523650/,YASH INNOVENTURES LIMITED,49.36
523652,Kkalpana Plastick Ltd,Active,X,10.00,INE465K01016,,KKPLASTICK,Equity,https://www.bseindia.com/stock-share-price/kkalpana-plastick-ltd/kkplastick/523652/,Kkalpana Plastick Limited,15.28
523660,Waterbase Ltd,Active,X,10.00,INE054C01015,,WATERBASE,Equity,https://www.bseindia.com/stock-share-price/waterbase-ltd/waterbase/523660/,Waterbase Limited,191.56
523672,Flex Foods Ltd-$,Active,X,10.00,INE954B01018,,FLEXFO,Equity,https://www.bseindia.com/stock-share-price/flex-foods-ltd/flexfo/523672/,Flex Foods Ltd.,54.79
523676,Golkunda Diamonds & Jewellery Ltd,Active,X,10.00,INE798D01015,,GOLKUNDIA,Equity,https://www.bseindia.com/stock-share-price/golkunda-diamonds--jewellery-ltd/golkundia/523676/,Golkunda Diamonds & Jewellery Ltd.,186.88
523694,Apcotex Industries Ltd,Active,B,2.00,INE116A01032,,APCOTEXIND,Equity,https://www.bseindia.com/stock-share-price/apcotex-industries-ltd/apcotexind/523694/,Apcotex Industries Limited,2823.74
523696,Fortis Malar Hospitals Ltd,Active,X,10.00,INE842B01015,,FORTISMLR,Equity,https://www.bseindia.com/stock-share-price/fortis-malar-hospitals-ltd/fortismlr/523696/,Fortis Malar Hospitals Limited,97.87
523704,Mastek Ltd,Active,A,5.00,INE759A01021,,MASTEK,Equity,https://www.bseindia.com/stock-share-price/mastek-ltd/mastek/523704/,Mastek Limited,4991.59
523708,Eimco Elecon (India) Ltd,Active,B,10.00,INE158B01016,,EIMCOELECO,Equity,https://www.bseindia.com/stock-share-price/eimco-elecon-(india)-ltd/eimcoeleco/523708/,EIMCO Elecon India Ltd.,919.71
523710,Sayaji Hotels Ltd,Active,B,10.00,INE318C01014,,SAYAJIHOTL,Equity,https://www.bseindia.com/stock-share-price/sayaji-hotels-ltd/sayajihotl/523710/,Sayaji Hotel Ltd,511.70
523716,Ashiana Housing Ltd-$,Active,B,2.00,INE365D01021,,ASHIANA,Equity,https://www.bseindia.com/stock-share-price/ashiana-housing-ltd/ashiana/523716/,Ashiana Housing Limited,3846.08
523722,Svam Software Ltd,Active,X,10.00,INE119B01018,,SVAMSOF,Equity,https://www.bseindia.com/stock-share-price/svam-software-ltd/svamsof/523722/,Svam Software Ltd,9.17
523732,Ecoboard Industries Ltd,Active,X,10.00,INE866A01016,,ECOBOAR,Equity,https://www.bseindia.com/stock-share-price/ecoboard-industries-ltd/ecoboar/523732/,Ecoboard Industries Ltd,143.49
523736,Dhunseri Ventures Ltd-$,Active,B,10.00,INE477B01010,,DVL,Equity,https://www.bseindia.com/stock-share-price/dhunseri-ventures-ltd/dvl/523736/,Dhunseri Ventures Limited,858.28
523752,Trans India House Impex Ltd,Active,X,10.00,INE502D01011,,TIHIL,Equity,https://www.bseindia.com/stock-share-price/trans-india-house-impex-ltd/tihil/523752/,TRANS INDIA HOUSE IMPEX LIMITED,30.91
523754,Mahindra EPC Irrigation Ltd,Active,B,10.00,INE215D01010,,MAHEPC,Equity,https://www.bseindia.com/stock-share-price/mahindra-epc-irrigation-ltd/mahepc/523754/,MAHINDRA EPC IRRIGATION LIMITED,325.91
523782,Mitshi India Ltd,Active,X,10.00,INE844D01017,,MITSHI,Equity,https://www.bseindia.com/stock-share-price/mitshi-india-ltd/mitshi/523782/,Mitshi India Limited,12.75
523790,Shukra Jewellery Ltd,Active,P,10.00,INE344E01016,,SHUKJEW,Equity,https://www.bseindia.com/stock-share-price/shukra-jewellery-ltd/shukjew/523790/,Shukra Jewellers Limited,12.49
523792,Mazda Ltd-$,Active,B,2.00,INE885E01042,,MAZDA,Equity,https://www.bseindia.com/stock-share-price/mazda-ltd/mazda/523792/,Mazda Ltd.,466.68
523796,Viceroy Hotels Ltd,Active,T,10.00,INE048C01025,,VHLTD,Equity,https://www.bseindia.com/stock-share-price/viceroy-hotels-ltd/vhltd/523796/,Viceroy Hotels Ltd.,969.76
523826,Sovereign Diamonds Ltd,Active,X,10.00,INE959D01013,,SOVERDIA,Equity,https://www.bseindia.com/stock-share-price/sovereign-diamonds-ltd/soverdia/523826/,Sovereign Diamonds Ltd,13.51
523828,Menon Bearings Ltd-$,Active,B,1.00,INE071D01033,,MENONBE,Equity,https://www.bseindia.com/stock-share-price/menon-bearings-ltd/menonbe/523828/,Menon Bearings Ltd,982.66
523832,Mukat Pipes Ltd-$,Active,XT,5.00,INE862C01029,,MUKATPIP,Equity,https://www.bseindia.com/stock-share-price/mukat-pipes-ltd/mukatpip/523832/,Mukat Pipes Limited,19.66
523836,Gujarat Raffia Industries Ltd,Active,B,10.00,INE610B01024,,GUJRAFFIA,Equity,https://www.bseindia.com/stock-share-price/gujarat-raffia-industries-ltd/gujraffia/523836/,Gujarat Raffia Ind. Ltd.,22.87
523838,Simplex Infrastructures Ltd,Active,B,2.00,INE059B01024,,SIMPLEXINF,Equity,https://www.bseindia.com/stock-share-price/simplex-infrastructures-ltd/simplexinf/523838/,Simplex Infrastructures Limited,2169.98
523840,Innovative Tech Pack Ltd,Active,X,1.00,INE965C01038,,INNOVTEC,Equity,https://www.bseindia.com/stock-share-price/innovative-tech-pack-ltd/innovtec/523840/,Innovative Tech Pack Ltd,31.34
523842,Super Tannery Ltd,Active,X,1.00,INE460D01038,,SUPTANERY,Equity,https://www.bseindia.com/stock-share-price/super-tannery-ltd/suptanery/523842/,Super Tannery Limited,75.91
523844,Constronics Infra Ltd,Active,X,10.00,INE537B01011,,CONSTRONIC,Equity,https://www.bseindia.com/stock-share-price/constronics-infra-ltd/constronic/523844/,CONSTRONICS INFRA LIMITED,57.62
523850,Axtel Industries Ltd,Active,X,10.00,INE767C01012,,AXTEL,Equity,https://www.bseindia.com/stock-share-price/axtel-industries-ltd/axtel/523850/,Axtel Industries Ltd.,718.81
523862,Grand Oak Canyons Distillery Ltd,Active,B,10.00,INE926B01016,,GRANDOAK,Equity,https://www.bseindia.com/stock-share-price/grand-oak-canyons-distillery-ltd/grandoak/523862/,GRAND OAK CANYONS DISTILLERY LIMITED,2617.25
523874,East India Drums and Barrels Manufacturing Ltd,Active,XT,10.00,INE191C01023,,EASTINDIA,Equity,https://www.bseindia.com/stock-share-price/east-india-drums-and-barrels-manufacturing-ltd/eastindia/523874/,East India Drums and Barrels Manufacturing Limited,153.65
523888,Megamont Ltd,Active,XT,10.00,INE317D01014,,MEGAMONT,Equity,https://www.bseindia.com/stock-share-price/megamont-ltd/megamont/523888/,MEGAMONT LIMITED,430.34
524000,Poonawalla Fincorp Ltd,Active,A,2.00,INE511C01022,,POONAWALLA,Equity,https://www.bseindia.com/stock-share-price/poonawalla-fincorp-ltd/poonawalla/524000/,POONAWALLA FINCORP LIMITED,37565.68
524019,Kingfa Science & Technology (India) Ltd-$,Active,B,10.00,INE473D01015,,KINGFA,Equity,https://www.bseindia.com/stock-share-price/kingfa-science--technology-(india)-ltd/kingfa/524019/,Kingfa Science & Technology (India) Ltd,7001.59
524031,Patidar Buildcon Ltd,Active,X,10.00,INE637N01014,,PATIDAR,Equity,https://www.bseindia.com/stock-share-price/patidar-buildcon-ltd/patidar/524031/,Patidar Buildcon Limited,4.18
524037,Rama Phosphates Ltd,Active,B,5.00,INE809A01032,,RAMAPHO,Equity,https://www.bseindia.com/stock-share-price/rama-phosphates-ltd/ramapho/524037/,Rama Phosphates Ltd.,454.87
524038,Venlon Enterprises Ltd,Active,X,5.00,INE204D01022,,VENLONENT,Equity,https://www.bseindia.com/stock-share-price/venlon-enterprises-ltd/venlonent/524038/,Venlon Enterprises Ltd.,24.76
524046,Pet Plastics Ltd,Active,XT,10.00,INE704F01018,,PETPLST,Equity,https://www.bseindia.com/stock-share-price/pet-plastics-ltd/petplst/524046/,Pet Plastics Ltd.,6.18
524051,Polyplex Corporation Ltd,Active,B,10.00,INE633B01018,,POLYPLEX,Equity,https://www.bseindia.com/stock-share-price/polyplex-corporation-ltd/polyplex/524051/,Polyplex Corporation Ltd.,2985.58
524055,Panther Industrial Products Ltd,Active,XT,10.00,INE181D01014,,PANIDPR,Equity,https://www.bseindia.com/stock-share-price/panther-industrial-products-ltd/panidpr/524055/,Panther Industrial Products Ltd.,11.34
524075,Albert David Ltd-$,Active,B,10.00,INE155C01010,,ALBERTDAVD,Equity,https://www.bseindia.com/stock-share-price/albert-david-ltd/albertdavd/524075/,Albert David Ltd.,408.15
524080,Haryana Leather Chemicals Ltd,Active,X,10.00,INE681F01018,,HARLETH,Equity,https://www.bseindia.com/stock-share-price/haryana-leather-chemicals-ltd/harleth/524080/,Haryana Leather Chemicals Ltd.,31.68
524091,Carysil Ltd,Active,B,2.00,INE482D01024,,CARYSIL,Equity,https://www.bseindia.com/stock-share-price/carysil-ltd/carysil/524091/,CARYSIL LIMITED,3420.08
524109,Kabra Extrusiontechnik Ltd,Active,B,5.00,INE900B01029,,KABRAEXTRU,Equity,https://www.bseindia.com/stock-share-price/kabra-extrusiontechnik-ltd/kabraextru/524109/,Kabra Extrusion Technik Ltd,823.61
524129,Vinyl Chemicals (India) Ltd,Active,B,1.00,INE250B01029,,VINYLINDIA,Equity,https://www.bseindia.com/stock-share-price/vinyl-chemicals-(india)-ltd/vinylindia/524129/,Vinyl Chemicals (India) Ltd.,466.31
524136,Pee Cee Cosma Sope Ltd,Active,X,10.00,INE417E01010,,PCCOSMA,Equity,https://www.bseindia.com/stock-share-price/pee-cee-cosma-sope-ltd/pccosma/524136/,Pee Cee Cosma Sope Ltd.,79.76
524156,TCM Ltd,Active,X,10.00,INE034F01010,,TCMLMTD,Equity,https://www.bseindia.com/stock-share-price/tcm-ltd/tcmlmtd/524156/,TCM Ltd.,36.04
524164,IOL Chemicals & Pharmaceuticals Ltd,Active,B,2.00,INE485C01029,,IOLCP,Equity,https://www.bseindia.com/stock-share-price/iol-chemicals--pharmaceuticals-ltd/iolcp/524164/,IOL Chemicals & Pharmaceuticals Ltd,3823.20
524174,Kesar Petroproducts Ltd,Active,X,1.00,INE133C01033,,KESARPE,Equity,https://www.bseindia.com/stock-share-price/kesar-petroproducts-ltd/kesarpe/524174/,Kesar Petroproducts Ltd,169.85
524200,Vinati Organics Ltd-$,Active,A,1.00,INE410B01037,,VINATIORGA,Equity,https://www.bseindia.com/stock-share-price/vinati-organics-ltd/vinatiorga/524200/,Vinati Organics Ltd.,13840.92
524202,Lactose India Ltd,Active,X,10.00,INE058I01013,,LACTOSE,Equity,https://www.bseindia.com/stock-share-price/lactose-india-ltd/lactose/524202/,Lactose (India) Ltd.,132.12
524204,Teesta Agro Industries Ltd,Active,X,10.00,INE757D01011,,TEEAI,Equity,https://www.bseindia.com/stock-share-price/teesta-agro-industries-ltd/teeai/524204/,Teesta Agro Industries Ltd,64.35
524208,Aarti Industries Ltd,Active,A,5.00,INE769A01020,,AARTIIND,Equity,https://www.bseindia.com/stock-share-price/aarti-industries-ltd/aartiind/524208/,Aarti Industries Ltd,17577.55
524210,Pentokey Organy India Ltd,Active,X,10.00,INE702E01015,,PNTKYOR,Equity,https://www.bseindia.com/stock-share-price/pentokey-organy-india-ltd/pntkyor/524210/,Pentokey Organy (India) Ltd.,22.90
524212,Wanbury Ltd,Active,B,10.00,INE107F01022,,WANBURY,Equity,https://www.bseindia.com/stock-share-price/wanbury-ltd/wanbury/524212/,Wanbury Limited,931.48
524218,Resonance Specialties Ltd-$,Active,X,10.00,INE486D01017,,RESONANCE,Equity,https://www.bseindia.com/stock-share-price/resonance-specialties-ltd/resonance/524218/,Resonance Specialties Limited,159.83
524226,Gujarat Ambuja Exports Ltd,Active,B,1.00,INE036B01030,,GAEL,Equity,https://www.bseindia.com/stock-share-price/gujarat-ambuja-exports-ltd/gael/524226/,Gujarat Ambuja Exports Ltd.,7329.56
524230,Rashtriya Chemicals and Fertilizers Ltd,Active,A,10.00,INE027A01015,,RCF,Equity,https://www.bseindia.com/stock-share-price/rashtriya-chemicals-and-fertilizers-ltd/rcf/524230/,Rashtriya Chemicals & Fertilizers Limited,7544.33
524238,Gujarat Inject Kerala Ltd,Active,XT,10.00,INE659F01014,,GUJINJEC,Equity,https://www.bseindia.com/stock-share-price/gujarat-inject-kerala-ltd/gujinjec/524238/,Gujarat Inject (Kerala) Ltd.,176.74
524280,Kopran Ltd,Active,T,10.00,INE082A01010,,KOPRAN,Equity,https://www.bseindia.com/stock-share-price/kopran-ltd/kopran/524280/,Kopran Ltd.,939.64
524288,Aimco Pesticides Ltd,Active,X,10.00,INE008B01013,,AIMCOPEST,Equity,https://www.bseindia.com/stock-share-price/aimco-pesticides-ltd/aimcopest/524288/,Aimco Pesticides Ltd.,53.49
524314,Gujarat Terce Laboratories Ltd,Active,X,10.00,INE499G01013,,GUJTERC,Equity,https://www.bseindia.com/stock-share-price/gujarat-terce-laboratories-ltd/gujterc/524314/,Gujarat Terce Laboratories Ltd,26.58
524322,Kabra Drugs Ltd,Active,X,10.00,INE323K01017,,KABRADG,Equity,https://www.bseindia.com/stock-share-price/kabra-drugs-ltd/kabradg/524322/,Kabra Drugs Ltd,56.61
524324,Seya Industries Ltd,Active,T,10.00,INE573R01012,,SEYAIND,Equity,https://www.bseindia.com/stock-share-price/seya-industries-ltd/seyaind/524324/,Seya Industries Ltd,35.87
524330,Jayant Agro Organics Ltd,Active,B,5.00,INE785A01026,,JAYAGROGN,Equity,https://www.bseindia.com/stock-share-price/jayant-agro-organics-ltd/jayagrogn/524330/,Jayant Agro-Organics Limited.,658.50
524332,BCL Industries Ltd-$,Active,B,1.00,INE412G01024,,BCLIND,Equity,https://www.bseindia.com/stock-share-price/bcl-industries-ltd/bclind/524332/,BCL INDUSTRIES LIMITED,1097.42
524336,Shree Hari Chemicals Export Ltd,Active,X,10.00,INE065E01017,,SHHARICH,Equity,https://www.bseindia.com/stock-share-price/shree-hari-chemicals-export-ltd/shharich/524336/,Shree Hari Chemicals Export Ltd.,63.69
524342,Indo Borax & Chemicals Ltd-$,Active,B,1.00,INE803D01021,,INDOBORAX,Equity,https://www.bseindia.com/stock-share-price/indo-borax--chemicals-ltd/indoborax/524342/,Indo Borax & Chemicals Ltd.,1168.08
524348,Aarti Drugs Ltd,Active,B,10.00,INE767A01016,,AARTIDRUGS,Equity,https://www.bseindia.com/stock-share-price/aarti-drugs-ltd/aartidrugs/524348/,Aarti Drugs Limited,3383.84
524370,Bodal Chemicals Ltd,Active,T,2.00,INE338D01028,,BODALCHEM,Equity,https://www.bseindia.com/stock-share-price/bodal-chemicals-ltd/bodalchem/524370/,Bodal Chemicals Ltd,885.26
524372,Orchid Pharma Ltd,Active,B,10.00,INE191A01027,,ORCHPHARMA,Equity,https://www.bseindia.com/stock-share-price/orchid-pharma-ltd/orchpharma/524372/,Orchid Pharma Limited,4980.11
524394,Vimta Labs Ltd-$,Active,B,2.00,INE579C01029,,VIMTALABS,Equity,https://www.bseindia.com/stock-share-price/vimta-labs-ltd/vimtalabs/524394/,Vimta Labs Ltd.,2554.86
524396,Biofil Chemicals & Pharmaceuticals Ltd,Active,B,10.00,INE829A01014,,BIOFILCHEM,Equity,https://www.bseindia.com/stock-share-price/biofil-chemicals--pharmaceuticals-ltd/biofilchem/524396/,Biofil Chemicals & Pharmaceuticals,57.69
524400,Ishita Drugs & Industries Ltd,Active,X,10.00,INE806D01016,,ISHITADR,Equity,https://www.bseindia.com/stock-share-price/ishita-drugs--industries-ltd/ishitadr/524400/,Ishita Drugs & Industries Ltd.,21.16
524404,Marksans Pharma Ltd,Active,A,1.00,INE750C01026,,MARKSANS,Equity,https://www.bseindia.com/stock-share-price/marksans-pharma-ltd/marksans/524404/,Marksans Pharma Ltd.,11791.32
524408,Universal Starch Chem Allied Ltd,Active,X,10.00,INE113E01015,,UNIVSTAR,Equity,https://www.bseindia.com/stock-share-price/universal-starch-chem-allied-ltd/univstar/524408/,Universal Starch-Chem Allied Ltd.,86.67
524412,Aarey Drugs & Pharmaceuticals Ltd,Active,T,10.00,INE198H01019,,AAREYDRUGS,Equity,https://www.bseindia.com/stock-share-price/aarey-drugs--pharmaceuticals-ltd/aareydrugs/524412/,Aarey Drugs & Pharmaceuticals Ltd,236.56
524414,Norris Medicines Ltd,Active,X,10.00,INE744C01029,,NORRIS,Equity,https://www.bseindia.com/stock-share-price/norris-medicines-ltd/norris/524414/,Norris Medicines Ltd.,14.00
524434,Asian Petroproducts & Exports Ltd,Active,X,10.00,INE810M01019,,ASINPET,Equity,https://www.bseindia.com/stock-share-price/asian-petroproducts--exports-ltd/asinpet/524434/,Asian Petroproducts & Exports Ltd.,22.00
524440,Camex Ltd,Active,X,10.00,INE198C01010,,CAMEXLTD,Equity,https://www.bseindia.com/stock-share-price/camex-ltd/camexltd/524440/,Camex  Ltd.,42.86
524444,Evexia Lifecare Ltd,Active,XT,1.00,INE313M01030,,EVEXIA,Equity,https://www.bseindia.com/stock-share-price/evexia-lifecare-ltd/evexia/524444/,EVEXIA LIFECARE LIMITED,311.64
524458,Indo Euro Indchem Ltd,Active,X,10.00,INE319N01019,,INDOEURO,Equity,https://www.bseindia.com/stock-share-price/indo-euro-indchem-ltd/indoeuro/524458/,Indo Euro Indchem Limited,9.95
524470,Syncom Formulations India Ltd-$,Active,B,1.00,INE312C01025,,SYNCOMF,Equity,https://www.bseindia.com/stock-share-price/syncom-formulations-india-ltd/syncomf/524470/,Syncom Formulations (India) Ltd.,1314.12
524480,Riddhi Siddhi Gluco Biols Ltd-$,Active,XT,10.00,INE249D01019,,RIDDHI,Equity,https://www.bseindia.com/stock-share-price/riddhi-siddhi-gluco-biols-ltd/riddhi/524480/,Riddhi Siddhi Gluco Biols Ltd,780.49
524488,SVC INDUSTRIES Ltd,Active,X,10.00,INE038B01010,,SVCIND,Equity,https://www.bseindia.com/stock-share-price/svc-industries-ltd/svcind/524488/,SVC INDUSTRIES LIMITED,39.14
524494,Ipca Laboratories Ltd,Active,A,1.00,INE571A01038,,IPCALAB,Equity,https://www.bseindia.com/stock-share-price/ipca-laboratories-ltd/ipcalab/524494/,Ipca Laboratories Ltd.,40182.16
524500,Kilitch Drugs India Ltd,Active,B,10.00,INE729D01010,,KILITCH,Equity,https://www.bseindia.com/stock-share-price/kilitch-drugs-india-ltd/kilitch/524500/,Kilitch Drugs (I) Ltd.,647.84
524502,Raaj Medisafe India Ltd,Active,P,10.00,INE548H01015,,RAAJMEDI,Equity,https://www.bseindia.com/stock-share-price/raaj-medisafe-india-ltd/raajmedi/524502/,Raaj Medisafe India Limited,122.02
524504,Revati Media Ltd,Active,XT,10.00,INE270D01015,,REVAMEDIA,Equity,https://www.bseindia.com/stock-share-price/revati-media-ltd/revamedia/524504/,REVATI MEDIA LIMITED,3.32
524506,Coral Laboratories Ltd,Active,X,10.00,INE683E01017,,CORALAB,Equity,https://www.bseindia.com/stock-share-price/coral-laboratories-ltd/coralab/524506/,Coral Laboratories Ltd.,196.30
524514,Tulasee Bio Ethanol Ltd,Active,ZP,10.00,INE276N01011,,TULASEEBIOE,Equity,https://www.bseindia.com/stock-share-price/tulasee-bio-ethanol-ltd/tulaseebioe/524514/,Tulasee Bio-Ethanol Ltd.,30.92
524516,Bacil Pharma Ltd,Active,X,10.00,INE711D01018,,BACPHAR,Equity,https://www.bseindia.com/stock-share-price/bacil-pharma-ltd/bacphar/524516/,Bacil Pharma Ltd.,58.34
524518,Krebs Biochemicals & Industries Ltd-$,Active,B,10.00,INE268B01013,,KREBSBIO,Equity,https://www.bseindia.com/stock-share-price/krebs-biochemicals--industries-ltd/krebsbio/524518/,Krebs Biochemicals & Industries Ltd.,142.24
524520,KMC Speciality Hospitals (India) Ltd,Active,B,1.00,INE879K01018,,KMCSHIL,Equity,https://www.bseindia.com/stock-share-price/kmc-speciality-hospitals-(india)-ltd/kmcshil/524520/,KMC Speciality Hospitals India Limited,1877.11
524522,Laffans Petrochemicals Ltd-$,Active,X,10.00,INE919B01011,,LAFFANSQ,Equity,https://www.bseindia.com/stock-share-price/laffans-petrochemicals-ltd/laffansq/524522/,Laffans Petrochemicals Ltd.,21.85
524534,Bhaskar Agrochemicals Ltd,Active,XT,10.00,INE972C01018,,BHASKAGR,Equity,https://www.bseindia.com/stock-share-price/bhaskar-agrochemicals-ltd/bhaskagr/524534/,Bhaskar Agrochemicals Ltd.,73.33
524542,Sukhjit Starch & Chemicals Ltd-$,Active,B,5.00,INE450E01029,,SUKHJITS,Equity,https://www.bseindia.com/stock-share-price/sukhjit-starch--chemicals-ltd/sukhjits/524542/,Sukhjit Starch & Chemicals Ltd.,541.30
524548,Sharma East India Hospitals & Medical Research Ltd,Active,X,10.00,INE465H01012,,SHARMEH,Equity,https://www.bseindia.com/stock-share-price/sharma-east-india-hospitals--medical-research-ltd/sharmeh/524548/,Sharma East India Hospitals And Res,40.03
524558,Neuland Laboratories Ltd,Active,A,10.00,INE794A01010,,NEULANDLAB,Equity,https://www.bseindia.com/stock-share-price/neuland-laboratories-ltd/neulandlab/524558/,Neuland Laboratories Limited.,22259.34
524564,Gayatri BioOrganics Ltd,Active,X,10.00,INE052E01015,,GAYATRIBI,Equity,https://www.bseindia.com/stock-share-price/gayatri-bioorganics-ltd/gayatribi/524564/,Gayatri BioOrganics Ltd,62.24
524570,Poddar Pigments Ltd-$,Active,B,10.00,INE371C01013,,PODDARMENT,Equity,https://www.bseindia.com/stock-share-price/poddar-pigments-ltd/poddarment/524570/,Poddar Pigments Ltd.,266.63
524572,Pharmaids Pharmaceuticals Ltd,Active,X,10.00,INE117D01018,,PHARMAID,Equity,https://www.bseindia.com/stock-share-price/pharmaids-pharmaceuticals-ltd/pharmaid/524572/,Pharmaids Pharmaceuticals Ltd.,113.46
524576,Vivid Global Industries Ltd,Active,X,5.00,INE737C01023,,VIVIDIND,Equity,https://www.bseindia.com/stock-share-price/vivid-global-industries-ltd/vividind/524576/,Vivid Global Industries Limited,19.84
524580,Priya Ltd-$,Active,X,10.00,INE686C01014,,PRIYALT,Equity,https://www.bseindia.com/stock-share-price/priya-ltd/priyalt/524580/,Priya Limited.,7.06
524582,Tirupati Starch & Chemicals Ltd,Active,X,10.00,INE314D01011,,TIRUSTA,Equity,https://www.bseindia.com/stock-share-price/tirupati-starch--chemicals-ltd/tirusta/524582/,Tirupati Starch & Chemicals Ltd.,124.61
524592,Jaysynth Orgochem Ltd,Active,X,1.00,INE263B01022,,JAYSYNTH,Equity,https://www.bseindia.com/stock-share-price/jaysynth-orgochem-ltd/jaysynth/524592/,JAYSYNTH ORGOCHEM LIMITED,186.04
524594,Aeonx Digital Technology Ltd,Active,X,10.00,INE994D01010,,AEONXDIGI,Equity,https://www.bseindia.com/stock-share-price/aeonx-digital-technology-ltd/aeonxdigi/524594/,Aeonx Digital Technology Limited,49.61
524598,AksharChem India Ltd-$,Active,B,10.00,INE542B01011,,AKSHARCHEM,Equity,https://www.bseindia.com/stock-share-price/aksharchem-india-ltd/aksharchem/524598/,AksharChem (India) Ltd.,200.59
524602,Bandaram Pharma Packtech Ltd,Active,X,10.00,INE875N01036,,BANDARAM,Equity,https://www.bseindia.com/stock-share-price/bandaram-pharma-packtech-ltd/bandaram/524602/,BANDARAM PHARMA PACKTECH LIMITED,53.18
524604,Adline Chem Lab Ltd,Active,P,10.00,INE276T01018,,ADLINE,Equity,https://www.bseindia.com/stock-share-price/adline-chem-lab-ltd/adline/524604/,ADLINE CHEM LAB LIMITED,8.01
524606,Beryl Drugs Ltd,Active,X,10.00,INE415H01017,,BERLDRG,Equity,https://www.bseindia.com/stock-share-price/beryl-drugs-ltd/berldrg/524606/,Beryl Drugs Ltd.,11.33
524614,IEL Ltd,Active,X,1.00,INE056E01024,,INDXTRA,Equity,https://www.bseindia.com/stock-share-price/iel-ltd/indxtra/524614/,IEL LIMITED,71.46
524622,iStreet Network Ltd,Active,XT,4.00,INE532B01020,,ISTRNETWK,Equity,https://www.bseindia.com/stock-share-price/istreet-network-ltd/istrnetwk/524622/,iStreet Network Limited,336.95
524624,Gagan Gases Ltd,Active,XT,10.00,INE076D01016,,GAGAN,Equity,https://www.bseindia.com/stock-share-price/gagan-gases-ltd/gagan/524624/,Gagan Gases Ltd.,9.49
524628,Parker Agrochem Exports Ltd-$,Active,X,10.00,INE750B01010,,PARKERAC,Equity,https://www.bseindia.com/stock-share-price/parker-agrochem-exports-ltd/parkerac/524628/,Parker Agro Chem Export Ltd.,7.39
524632,Shukra Pharmaceuticals Ltd,Active,B,1.00,INE551C01044,,SHUKRAPHAR,Equity,https://www.bseindia.com/stock-share-price/shukra-pharmaceuticals-ltd/shukraphar/524632/,Shukra Pharmaceuticals Limited,1324.59
524634,Alufluoride Ltd,Active,X,10.00,INE058F01019,,ALUFLUOR,Equity,https://www.bseindia.com/stock-share-price/alufluoride-ltd/alufluor/524634/,Alufluoride  Ltd.,356.61
524636,Oxygenta Pharmaceutical Ltd,Active,X,10.00,INE102E01018,,OXYGENTAPH,Equity,https://www.bseindia.com/stock-share-price/oxygenta-pharmaceutical-ltd/oxygentaph/524636/,OXYGENTA PHARMACEUTICAL LIMITED,185.25
524640,Archit Organosys Ltd,Active,X,10.00,INE078I01011,,ARCHITORG,Equity,https://www.bseindia.com/stock-share-price/archit-organosys-ltd/architorg/524640/,Archit Organosys Limited,117.01
524642,Sikozy Realtors Ltd,Active,X,1.00,INE528E01022,,SIKOZY,Equity,https://www.bseindia.com/stock-share-price/sikozy-realtors-ltd/sikozy/524642/,Sikozy Realtors Limited,7.71
524648,Indo Amines Ltd-$,Active,B,5.00,INE760F01028,,INDOAMIN,Equity,https://www.bseindia.com/stock-share-price/indo-amines-ltd/indoamin/524648/,Indo Amines Ltd.,1040.91
524654,Natural Capsules Ltd,Active,B,10.00,INE936B01015,,NATCAPSUQ,Equity,https://www.bseindia.com/stock-share-price/natural-capsules-ltd/natcapsuq/524654/,Natural Capsules Ltd.,167.10
524661,Welcure Drugs & Pharmaceuticals Ltd,Active,X,1.00,INE331C01025,,WELCURE,Equity,https://www.bseindia.com/stock-share-price/welcure-drugs--pharmaceuticals-ltd/welcure/524661/,Welcure Drugs & Pharmaceuticals ltd,34.61
524663,Bharat Immunologicals & Biologicals Corporation Ltd-$,Active,B,10.00,INE994B01014,,BIBCL,Equity,https://www.bseindia.com/stock-share-price/bharat-immunologicals--biologicals-corporation-ltd/bibcl/524663/,Bharat Immunologicals & Biologicals,75.05
524667,Savita Oil Technologies Ltd,Active,B,2.00,INE035D01020,,SOTL,Equity,https://www.bseindia.com/stock-share-price/savita-oil-technologies-ltd/sotl/524667/,Savita Oil Technologies Limited,4151.33
524669,Hester Biosciences Ltd,Active,B,10.00,INE782E01017,,HESTERBIO,Equity,https://www.bseindia.com/stock-share-price/hester-biosciences-ltd/hesterbio/524669/,Hester Biosciences Ltd,1766.71
524675,Kabsons Industries Ltd,Active,XT,10.00,INE645C01010,,KABSON,Equity,https://www.bseindia.com/stock-share-price/kabsons-industries-ltd/kabson/524675/,Kabsons Industries Ltd.,35.73
