isin,name,nse_symbol,bse_code,sector,industry,series,exchange
INE763M01028,MERCURY EV-TECH LIMITED,,531357,,,,BSE
INE947G01011,Mercury Laboratories Limited,,538964,,,,BSE
INE319T01016,Mercury Trade Links Ltd.,,512415,,,,BSE
INE1RQS01010,Merritronix Limited,,544773,,,,BSE
INE162901016,META INFOTECH LIMITED,,544441,,,,BSE
INE161E01014,Metal Coatings (India) Ltd.,,531810,,,,BSE
INE0QZR01017,Methodhub Software Limited,,544637,,,,BSE
INE317I01021,Metro Brands Limited,METROBRAND,543426,,,EQ,BOTH
INE085D01033,Metroglobal Limited,METROGLOBL,500159,,,EQ,BOTH
INE112L01020,Metropolis Healthcare Limited,METROPOLIS,542650,,,EQ,BOTH
INE957U01011,Mewar Hi-Tech Engineering Limited,,540150,,,,BSE
INE100C01024,Meyer Apparel Limited,,531613,,,,BSE
INE244C01020,MFL India Ltd,,526622,,,,BSE
INE614F01019,MFS Intercorp Limited,,513721,,,,BSE
INE287C01037,MIC Electronics Limited,MICEL,532850,,,EQ,BOTH
INE809F01015,Microse India Limited,,523343,,,,BSE
INE033E01015,Mid East Portfolio Management Ltd.,,526251,,,,BSE
INE401C01018,Mid India Industries Limited,,500277,,,,BSE
INE046M01036,Midland Polymers Ltd.,,531597,,,,BSE
INE519N01014,Midwest Gold Ltd,,526570,,,,BSE
INE0XAD01024,Midwest Limited,MIDWESTLTD,544587,,,EQ,BOTH
INE779Q01017,Mihika Industries Ltd.,,538895,,,,BSE
INE424Z01011,Milestone Furniture Limited,,541337,,,,BSE
INE151H01018,Milestone Global Limited,,531338,,,,BSE
INE679T01013,MILGREY FINANCE & INVESTMENT LTD,,511018,,,,BSE
INE588G01021,Milkfood Ltd.,,507621,,,,BSE
INE570N01025,Millennium Online Solutions (India) Ltd,,511187,,,,BSE
INE097E01028,Minal Industries Limited,,522235,,,,BSE
INE952C01028,Minaxi Textiles Ltd.,,531456,,,,BSE
INE842C01021,Minda Corporation Limited,MINDACORP,538962,,,EQ,BOTH
INE110B01017,Mindteck (India) Limited,MINDTECK,517344,,,EQ,BOTH
INE281E01028,Mini Diamonds (India) Ltd.,,523373,,,,BSE
INE771A01026,Mirza International Limited,MIRZAINT,526642,,,EQ,BOTH
INE0QI101019,Mish Designs Limited,,544015,,,,BSE
INE540S01019,Mishka Exim Limited,,539220,,,,BSE
INE099Z01011,Mishra Dhatu Nigam Limited,MIDHANI,541195,,,EQ,BOTH
INE094S01041,Mishtann Foods Limited,,539594,,,,BSE
INE957W01025,Misquita Engineering Limited,,542801,,,,BSE
INE844D01017,Mitshi India Limited,,523782,,,,BSE
INE317V01016,Mitsu Chem Plast Limited,,540078,,,,BSE
INE997Y01027,Mittal Life Style Limited,MITTAL,,,,EQ,NSE
INE833Q01012,Mittal Sections Limited,,544575,,,,BSE
INE338P01014,Miven Machine Tools Ltd.,,522036,,,,BSE
INE681K01026,MIZZEN VENTURES LIMITED,,531537,,,,BSE
INE676G01024,MKP Mobility Limited,,521244,,,,BSE
INE874A01010,MKVENTURES CAPITAL LIMITED,,514238,,,,BSE
INE227C01017,MM Forgings Limited,MMFL,522241,,,EQ,BOTH
INE511Y01018,MMP Industries Limited,MMP,,,,EQ,NSE
INE123F01029,MMTC Limited,MMTC,513377,,,EQ,BOTH
INE622Q01027,Mobavenue AI Tech Limited,,539682,,,,BSE
INE380D01012,Modella Woollens Ltd.,,503772,,,,BSE
INE617B01011,Modern Dairies Ltd.,,519287,,,,BSE
INE1HK501016,MODERN DIAGNOSTIC & RESEARCH CENTRE LIMITED,,544673,,,,BSE
INE250S01015,MODERN ENGINEERING AND PROJECTS LIMITED,,539762,,,,BSE
INE219W01012,Modern Insulators Ltd.,,515008,,,,BSE
INE834C01028,Modern Malleables Limited,,517336,,,,BSE
INE370A01019,Modern Shares and Stockbrokers Ltd.,,509760,,,,BSE
INE001F01019,Modern Steels Limited,,513303,,,,BSE
INE794W01014,Modern Threads (India) Limited,MODTHREAD,500282,,,EQ,BOTH
INE537F01012,Modi Naturals Limited,,519003,,,,BSE
INE832A01018,Modi Rubber Limited,MODIRUBBER,500890,,,EQ,BOTH
INE170C01019,Modipon Ltd.,,503776,,,,BSE
INE0L0L01012,Modis Navnirman Limited,MODIS,543539,,,EQ,BOTH
INE737D01021,MODISON LIMITED,,506261,,,,BSE
INE064R01012,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,,504273,,,,BSE
INE954E01012,Mohit Industries Limited,MOHITIND,531453,,,EQ,BOTH
INE388C01017,Mohit Paper Mills Ltd.,,530169,,,,BSE
INE154B01023,Mohite Industries Limited,,532140,,,,BSE
INE490G01020,MOIL Limited,MOIL,533286,,,EQ,BOTH
INE514Y01020,Moksh Ornaments Limited,MOKSH,,,,EQ,NSE
INE893J01029,Mold-Tek Packaging Limited,MOLDTKPAC,533080,,,EQ,BOTH
INE835B01035,Mold-Tek Technologies Limited,MOLDTECH,526263,,,EQ,BOTH
INE903D01011,Monarch Networth Capital Limited,MONARCH,511551,,,EQ,BOTH
INE0V0L01028,Monarch Surveyors and Engineering Consultants Limited,,544453,,,,BSE
INE340O01021,Money Masters Leasing & Finance Limited,,535910,,,,BSE
INE296Q01012,Moneyboxx Finance Limited,MONEYBOXX,538446,,,EQ,BOTH
INE0LCG01010,MONIKA ALCOBEV LIMITED,,544451,,,,BSE
INE407E01029,MONIND LIMITED,,532078,,,,BSE
INE811D01024,Monotype India Ltd.,,505343,,,,BSE
INE950M01013,Monte Carlo Fashions Limited,MONTECARLO,538836,,,EQ,BOTH
INE153K01018,Moongipa Capital Finance Ltd.,,530167,,,,BSE
INE161G01027,Morarjee Textiles Limited,,532621,,,,BSE
INE367A01015,Morarka Finance Ltd.,,511549,,,,BSE
INE083A01026,Morepen Laboratories Limited,MOREPENLAB,500288,,,EQ,BOTH
INE902C01015,Morgan Ventures Ltd.,,526237,,,,BSE
INE935B01025,Moschip Technologies Limited,MOSCHIP,532407,,,EQ,BOTH
INE0UH001016,Mother Nutri Foods Limited,,544623,,,,BSE
INE0FS801015,Motherson Sumi Wiring India Limited,MSUMI,543498,,,EQ,BOTH
INE338I01027,Motilal Oswal Financial Services Limited,MOTILALOFS,532892,,,EQ,BOTH
INE0FRK01020,Motisons Jewellers Limited,MOTISONS,544053,,,EQ,BOTH
INE861B01023,Motor & General Finance (M.G.F.) Lt,,501343,,,,BSE
INE444X01014,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,,542864,,,,BSE
INE493H01014,MPDL LIMITED,,532723,,,,BSE
INE095E01022,MPF Systems Limited,,532470,,,,BSE
INE356A01018,MphasiS Limited,MPHASIS,526299,,,EQ,BOTH
INE844C01027,MPIL CORPORATION LIMITED,,500450,,,,BSE
INE343A01016,MPL Plastics Limited,,526143,,,,BSE
INE943D01017,MPS Limited,MPSLTD,532440,,,EQ,BOTH
INE333Y01017,MRC AGROTECH LIMITED,,540809,,,,BSE
INE883A01011,MRF Limited,MRF,500290,,,EQ,BOTH
INE0D7801012,MRP Agro Limited,,543262,,,,BSE
INE495P01020,Mrs. Bectors Food Specialities Limited,BECTORFOOD,543253,,,EQ,BOTH
INE738D01029,Mrugesh Trading Ltd.,,512065,,,,BSE
INE2B5L01011,Msafe Equipments Limited,,544695,,,,BSE
INE752G01015,MSP Steel & Power Limited,MSPL,532650,,,EQ,BOTH
INE255X01014,Mstc Limited,MSTCLTD,542597,,,EQ,BOTH
INE472M01018,MT EDUCARE LIMITED,,534312,,,,BSE
INE864I01014,Mtar Technologies Limited,MTARTECH,543270,,,EQ,BOTH
INE967S01014,Mudra Financial Services Ltd.,,539819,,,,BSE
INE08KJ01020,Mufin Green Finance Limited,MUFIN,542774,,,EQ,BOTH
INE304A01026,Mukand Limited,MUKANDLTD,500460,,,EQ,BOTH
INE862C01029,Mukat Pipes Limited,,523832,,,,BSE
INE596B01017,Mukesh Babu Financial Services Ltd.,,530341,,,,BSE
INE0CG401037,Mukka Proteins Limited,MUKKA,544135,,,EQ,BOTH
INE160O01031,Mukta Agriculture Limited,,535204,,,,BSE
INE374B01019,Mukta Arts Limited,MUKTAARTS,532357,,,EQ,BOTH
INE003F01015,Muller & Phipps (India) Ltd.,,501477,,,,BSE
INE745G01043,Multi Commodity Exchange of India Limited,MCX,534091,,,EQ,BOTH
INE678F01014,Multibase India Ltd,,526169,,,,BSE
INE886E01016,Multiplus Holdings Ltd.,,505594,,,,BSE
INE017P01014,Multipurpose Trading & Agencies Ltd,,504356,,,,BSE
INE672B01032,Munjal Auto Industries Limited,MUNJALAU,520059,,,EQ,BOTH
INE577A01027,Munjal Showa Limited,MUNJALSHOW,520043,,,EQ,BOTH
INE910G01027,Munoth Capital Market Ltd,,511200,,,,BSE
INE410E01015,MUNOTH COMMUNICATION LIMITED,,511401,,,,BSE
INE348D01019,Munoth Financial Services Ltd.,,531821,,,,BSE
INE692B01014,Murudeshwar Ceramics Limited,MURUDCERA,515037,,,EQ,BOTH
INE919I01024,Music Broadcast Limited,RADIOCITY,540366,,,EQ,BOTH
INE296G01013,Muthoot Capital Services Limited,MUTHOOTCAP,511766,,,EQ,BOTH
INE414G01012,Muthoot Finance Limited,MUTHOOTFIN,533398,,,EQ,BOTH
INE046W01019,Muthoot Microfin Limited,MUTHOOTMF,544055,,,EQ,BOTH
INE232L01018,My Money Securities Ltd.,,538862,,,,BSE
INE741A01011,Mysore Petro Chemicals Ltd.,,506734,,,,BSE
INE159O01033,Mystic Electronics Limited,,535205,,,,BSE
INE740D01017,N R Agarwal Industries Limited,NRAIL,516082,,,EQ,BOTH
INE365I01020,N. B. I. Industrial Finance Company Limited,NBIFIN,,,,EQ,NSE
INE006F01018,N.B. Footwear Ltd.,,523242,,,,BSE
INE825C01018,N.G.Industries Ltd.,,530897,,,,BSE
INE0GOA01018,Naapbooks Limited,,543351,,,,BSE
INE0LB101011,NACDAC Infrastructure Limited,,544313,,,,BSE
INE295D01020,NACL Industries Limited,NACLIND,524709,,,EQ,BOTH
INE756C01015,Naga Dhunseri Group Limited,NDGL,,,,EQ,NSE
INE099E01016,Nagpur Power & Industries Ltd,,532362,,,,BSE
INE245I01016,Nagreeka Capital & Infrastructure Limited,,532895,,,,BSE
INE123B01028,Nagreeka Exports Limited,NAGREEKEXP,521109,,,EQ,BOTH
INE049I01012,Nahar Capital and Financial Services Limited,NAHARCAP,532952,,,EQ,BOTH
INE289A01011,Nahar Industrial Enterprises Limited,NAHARINDUS,519136,,,EQ,BOTH
INE308A01027,Nahar Poly Films Limited,NAHARPOLY,523391,,,EQ,BOTH
INE290A01027,Nahar Spinning Mills Ltd.,,500296,,,,BSE
INE236Y01012,NAKODA GROUP OF INDUSTRIES LIMITED,,541418,,,,BSE
INE256S01012,Naksh Precious Metals Limited,,539402,,,,BSE
INE606C01012,Nalin Lease Finance Ltd.,,531212,,,,BSE
INE023A01030,Nalwa Sons Investments Limited,NSIL,532256,,,EQ,BOTH
INE792G01011,Nam Securities Ltd.,,538395,,,,BSE
INE0E5R01017,Nanavati Ventures Limited,,543522,,,,BSE
INE875G01048,Nandan Denim Limited,NDL,532641,,,EQ,BOTH
INE696V01013,Nandani Creation Limited,JAIPURKURT,,,,EQ,NSE
INE0YJA01011,NANTA TECH LIMITED,,544668,,,,BSE
INE585A01020,Naperol Investments Limited,,500298,,,,BSE
INE0VNH01014,NAPS Global India Limited,,544373,,,,BSE
INE410P01011,Narayana Hrudayalaya Ltd.,NH,539551,,,EQ,BOTH
INE603F01012,Narendra Properties Ltd.,,531416,,,,BSE
INE117Z01011,Narmada Agrobase Limited,NARMADA,543643,,,EQ,BOTH
INE869A01010,Narmada Gelatines Ltd.,,526739,,,,BSE
INE060D01028,Narmada Macplast Drip Irrigation Sy,,517431,,,,BSE
INE0S1B01014,Narmadesh Brass Industries Limited,,544680,,,,BSE
INE987B01026,Natco Pharma Limited,NATCOPHARM,524816,,,EQ,BOTH
INE448G01010,Nath Bio-Genes (India) Limited,NATHBIOGEN,537291,,,EQ,BOTH
INE777A01023,NATH INDUSTRIES LIMITED,,502587,,,,BSE
INE139A01034,National Aluminium Company Limited,NATIONALUM,532234,,,EQ,BOTH
INE870D01012,National Fertilizers Limited,NFL,523630,,,EQ,BOTH
INE643C01015,National Fittings Limited,,531289,,,,BSE
INE654H01011,National General Industries Ltd.,,531651,,,,BSE
INE296D01010,National Oxygen Ltd.,,507813,,,,BSE
INE0PO601011,National Peroxide Limited,,544205,,,,BSE
INE233D01013,National Plastic Industries Ltd.,,526616,,,,BSE
INE896D01017,National Plastic Technologies Ltd,,531287,,,,BSE
INE497C01016,National Plywood Industries Ltd.,,516062,,,,BSE
INE301O01023,National Securities Depository Limited,,544467,,,,BSE
INE166R01015,National Standard (India) Limited,NATIONSTD,504882,,,EQ,BOTH
INE444D01016,Natraj Proteins Ltd.,,530119,,,,BSE
INE487B01019,Natura Hue Chem Ltd.,,531834,,,,BSE
INE06MM01016,Natural Biocon (India) Limited,,543207,,,,BSE
INE936B01015,Natural Capsules Limited,NATCAPSUQ,524654,,,EQ,BOTH
INE0N4701016,Naturewings Holidays Limited,,544245,,,,BSE
INE223R01014,Naturite Agro Products Limited,,538926,,,,BSE
INE725A01030,NAVA LIMITED,NAVA,513023,,,EQ,BOTH
INE364T01012,Navigant Corporate Advisors Limited,,539521,,,,BSE
INE048G01026,Navin Fluorine International Limited,NAVINFLUOR,532504,,,EQ,BOTH
INE278M01019,Navkar Corporation Limited,NAVKARCORP,539332,,,EQ,BOTH
INE268H01044,NAVKAR URBANSTRUCTURE LIMITED,,531494,,,,BSE
INE060A01024,Navneet Education Limited,NAVNETEDUL,508989,,,EQ,BOTH
INE418L01047,Nazara Technologies Limited,NAZARA,543280,,,EQ,BOTH
INE095N01031,NBCC (India) Limited,NBCC,534309,,,EQ,BOTH
INE630N01019,NCC Bluewater Products Ltd.,,519506,,,,BSE
INE868B01028,NCC Limited,NCC,500294,,,EQ,BOTH
INE732C01016,NCL Industries Limited,NCLIND,502168,,,EQ,BOTH
INE132F01038,NCL Research And Financial Services,,530557,,,,BSE
INE026C01013,NDA Securities ltd.,,511535,,,,BSE
INE353A01023,NDL Ventures Limited,NDLVENTURE,500189,,,EQ,BOTH
INE07OG01012,Ndr Auto Components Limited,NDRAUTO,543214,,,EQ,BOTH
INE023H01027,Nectar Lifesciences Limited,,532649,,,,BSE
INE605D01012,Neelamalai Agro Industries Limited,NEAGI,508670,,,EQ,BOTH
INE581D01015,NEELKANTH LIMITED,,512565,,,,BSE
INE741D01015,Neelkanth Rockminerals ltd.,,531049,,,,BSE
INE894J01019,NEERAJ PAPER MARKETING LIMITED,,539409,,,,BSE
INE0UZO01024,Neetu Yoshi Limited,,544434,,,,BSE
INE396C01010,Neil Industries Ltd.,,539016,,,,BSE
INE189I01024,Nelcast Limited,NELCAST,532864,,,EQ,BOTH
INE045B01015,NELCO Limited,NELCO,504112,,,EQ,BOTH
INE216I01017,Neo Infracon Ltd.,,514332,,,,BSE
INE136S01016,Neogen Chemicals Limited,NEOGEN,542665,,,EQ,BOTH
INE471R01019,NEOPOLITAN PIZZA AND FOODS LIMITED,,544269,,,,BSE
INE428V01029,Nephrocare Health Services Limited,NEPHROPLUS,544647,,,EQ,BOTH
INE1NQ501012,NEPTUNE LOGITEK LIMITED,,544663,,,,BSE
INE317F01035,Nesco Limited,NESCO,505355,,,EQ,BOTH
INE239A01024,Nestle India Limited,NESTLEIND,500790,,,EQ,BOTH
INE0D5F01013,Net Pix Shorts Digital Media Limited,,543247,,,,BSE
INE040F01033,Netlink Solutions (India) Ltd.,,509040,,,,BSE
INE027D01019,Nettlinx Ltd.,,511658,,,,BSE
INE0NT901020,Netweb Technologies India Limited,NETWEB,543945,,,EQ,BOTH
INE0FFK01017,Network People Services Technologies Limited,NPST,544396,,,EQ,BOTH
INE870H01013,Network18 Media & Investments Limited,NETWORK18,532798,,,EQ,BOTH
INE794A01010,Neuland Laboratories Limited,NEULANDLAB,524558,,,EQ,BOTH
INE155G01029,New Delhi Television Limited,NDTV,532529,,,EQ,BOTH
INE835U01027,NEW LIGHT INDUSTRIES LIMITED,,540243,,,,BSE
INE800K01014,NEW MARKETS AVENUE LIMITED,,508867,,,,BSE
INE0GEN01012,New Swan Multitech Limited,,544082,,,,BSE
INE619B01017,Newgen Software Technologies Limited,NEWGEN,540900,,,EQ,BOTH
INE997D01021,Newtime Infrastructure Limited,,531959,,,,BSE
INE229N01010,NEWTRAC FOODS & BEVERAGES LIMITED,,514060,,,,BSE
INE641A01013,NEXOME CAPITAL MARKETS LIMITED,,508905,,,,BSE
INE747B01016,Next Mediaworks Limited,NEXTMEDIA,532416,,,EQ,BOTH
INE370Q01015,NEXUS SURGICAL AND MEDICARE LIMITED,,538874,,,,BSE
INE0QUL01011,Nexxus Petro Industries Limited,,544265,,,,BSE
INE887E01022,NGL Fine-Chem Limited,NGLFINE,524774,,,EQ,BOTH
INE141C01036,NHC FOODS LIMITED,,517554,,,,BSE
INE848E01016,NHPC Limited,NHPC,533098,,,EQ,BOTH
INE149O01018,NIBE Limited,NIBE,535136,,,EQ,BOTH
INE653C01022,Nicco Parks And Resorts Ltd.,,526721,,,,BSE
INE276H01013,Nidhi Granites Limited,,512103,,,,BSE
INE876E01033,Nihar Info Global Ltd.,,531083,,,,BSE
INE342G01023,NIIT Learning Systems Limited,NIITMTS,543952,,,EQ,BOTH
INE161A01038,NIIT Limited,NIITLTD,500304,,,EQ,BOTH
INE926C01022,Nikhil Adhesives Ltd.,,526159,,,,BSE
INE0GX601011,Niks Technology Limited,,543282,,,,BSE
INE937C01029,Nila Infrastructures Limited,NILAINFRA,530377,,,EQ,BOTH
INE00S901012,Nila Spaces Limited,NILASPACES,542231,,,EQ,BOTH
INE346R01013,NILACHAL CARBO METALICKS LIMITED,,544510,,,,BSE
INE416N01013,Nilachal Refractories Ltd.,,502294,,,,BSE
INE445D01013,Nile Limited,NILE,530129,,,EQ,BOTH
INE310A01015,Nilkamal Limited,NILKAMAL,523385,,,EQ,BOTH
INE582V01015,Nilkanth Engineering Ltd.,,512004,,,,BSE
INE875B01015,Nimbus Projects Limited,,511714,,,,BSE
INE395U01014,NINtec Systems Limited,,539843,,,,BSE
INE298J01013,Nippon Life India Asset Management Limited,NAM-INDIA,540767,,,EQ,BOTH
INE368I01016,Niraj Cement Structurals Limited,,532986,,,,BSE
INE326T01011,Niraj Ispat Industries Limited,NIRAJISPAT,,,,EQ,NSE
INE242B01018,Nirav Commercials Ltd.,,512425,,,,BSE
INE910A01012,Nirlon Limited,NIRLON,500307,,,EQ,BOTH
INE0CPQ01010,Nirmitee Robotics India Limited,,543194,,,,BSE
INE0M3X01010,NIS MANAGEMENT LIMITED,,544495,,,,BSE
INE0DQN01013,NISUS FINANCE SERVICES CO LIMITED,,544296,,,,BSE
INE858F01012,Nitco Limited,NITCO,532722,,,EQ,BOTH
INE861H01020,Nitin Castings Limited,,508875,,,,BSE
INE229H01012,Nitin Spinners Limited,NITINSPIN,532698,,,EQ,BOTH
INE439T01012,Nitiraj Engineers Limited,NITIRAJ,,,,EQ,NSE
INE265B01019,Nitta Gelatin India Limited,NITTAGELA,506532,,,EQ,BOTH
INE995S01015,Niva Bupa Health Insurance Company Limited,NIVABUPA,544286,,,EQ,BOTH
INE139E01028,NIVAKA FASHIONS LIMITED,,542206,,,,BSE
INE552F01011,Nivi Trading Ltd.,,512245,,,,BSE
INE480D01010,Niyogin Fintech Limited,,538772,,,,BSE
INE542C01019,NK Industries Limited,NKIND,519494,,,EQ,BOTH
INE589A01014,NLC India Limited,NLCINDIA,513683,,,EQ,BOTH
INE584A01023,NMDC Limited,NMDC,526371,,,EQ,BOTH
INE0NNS01018,NMDC Steel Limited,NSLNISP,543768,,,EQ,BOTH
INE169F01014,NMS GLOBAL LIMITED,,522289,,,,BSE
INE203Q01026,NOBLE POLYMERS LIMITED,,539200,,,,BSE
INE163A01018,NOCIL Limited,NOCIL,500730,,,EQ,BOTH
INE781B01015,Noida Toll Bridge Company Ltd,,532481,,,,BSE
INE369C01017,Norben Tea & Exports Limited,NORBTEAEXP,519528,,,EQ,BOTH
INE744C01029,Norris Medicines Ltd.,,524414,,,,BSE
INE553C01016,North Eastern Carrying Corporation Limited,NECCLTD,534615,,,EQ,BOTH
INE850M01015,Northern Arc Capital Limited,NORTHARC,544260,,,EQ,BOTH
INE01BL01012,Northern Spirits Limited,,542628,,,,BSE
INE736P01019,Northlink Fiscal And Capital Services Ltd.,,539110,,,,BSE
INE317B01042,Nouveau Global Ventures Limited,,531465,,,,BSE
INE02H701025,Nova Agritech Limited,,544100,,,,BSE
INE608C01026,Nova Iron & Steel Ltd.,,513566,,,,BSE
INE234A01025,Novartis India Limited,NOVARTIND,500672,,,EQ,BOTH
INE08JY01013,Novateor Research Laboratories Limited,,542771,,,,BSE
INE314I01036,NOVELIX PHARMACEUTICALS LIMITED,,536565,,,,BSE
INE1TFS01019,Novus Loyalty Limited,,544735,,,,BSE
INE446D01011,NPR Finance Ltd.,,530127,,,,BSE
INE349A01021,NRB Bearing Limited,NRBBEARING,530367,,,EQ,BOTH
INE047O01014,NRB Industrial Bearings Limited,NIBL,535458,,,EQ,BOTH
INE0SLP01017,NSB BPO Solutions Limited,,544571,,,,BSE
INE920C01017,NTC INDUSTRIES LIMITED,,526723,,,,BSE
INE0ONG01011,NTPC Green Energy Limited,NTPCGREEN,544289,,,EQ,BOTH
INE733E01010,NTPC Limited,NTPC,532555,,,EQ,BOTH
INE096B01018,Nucleus Software Exports Limited,NUCLEUS,531209,,,EQ,BOTH
INE0VYX01018,NUKLEUS OFFICE SOLUTIONS LIMITED,,544370,,,,BSE
INE0DSF01015,Nureca Limited,NURECA,543264,,,EQ,BOTH
INE882B01037,NURTURE WELL INDUSTRIES LIMITED,,531889,,,,BSE
INE960H01012,Nutech Global Ltd.,,531304,,,,BSE
INE531F01023,Nuvama Wealth Management Limited,NUVAMA,543988,,,EQ,BOTH
INE118D01016,Nuvoco Vistas Corporation Limited,NUVOCO,543334,,,EQ,BOTH
INE812K01027,Nyssa Corporation Limited,,504378,,,,BSE
INE118Q01018,O. P. Chains Limited,,539116,,,,BSE
INE876A01023,Oasis Securities Limited,,512489,,,,BSE
INE093I01010,Oberoi Realty Limited,OBEROIRLTY,533273,,,EQ,BOTH
INE860E01011,ObjectOne Information Systems Ltd,,535657,,,,BSE
INE0PK601023,OCCL Limited,,544278,,,,BSE
INE711V01010,Oceanic Foods Limited,,540405,,,,BSE
INE513C01010,Octal Credit Capital Ltd.,,538894,,,,BSE
INE117S01016,Octavius Plantations Limited,,542938,,,,BSE
INE208U01019,Octaware Technologies Limited,,540416,,,,BSE
INE054301028,Odigma Consultancy Solutions Limited,ODIGMA,544301,,,EQ,BOTH
INE839E01023,Odyssey Corporation Ltd.,,531996,,,,BSE
INE213B01019,Odyssey Technologies Ltd.,,530175,,,,BSE
INE213A01029,Oil & Natural Gas Corporation Limited,ONGC,500312,,,EQ,BOTH
INE591A01010,Oil Country Tubular Ltd.,,500313,,,,BSE
INE274J01014,Oil India Limited,OIL,533106,,,EQ,BOTH
INE870B01024,OK Play India Ltd.,,526415,,,,BSE
INE0LXG01040,Ola Electric Mobility Limited,OLAELEC,544225,,,EQ,BOTH
INE0M3901015,Olatech Solutions Limited,,543578,,,,BSE
INE260D01016,Olectra Greentech Limited,OLECTRA,532439,,,EQ,BOTH
INE482O01021,Olympia Industries Ltd.,,521105,,,,BSE
INE550L01013,Olympic Cards Limited,,534190,,,,BSE
INE286E01019,Olympic Oil Industries Ltd.,,507609,,,,BSE
INE1BZC01019,Om Freight Forwarders Limited,OMFREIGHT,544564,,,EQ,BOTH
INE239D01028,OM INFRA LIMITED,OMINFRAL,531092,,,EQ,BOTH
INE0R8Q01018,OM METALLOGIC LIMITED,,544559,,,,BSE
INE25E901019,Om Power Transmission Limited,OMPOWER,544750,,,EQ,BOTH
INE090B01011,Omax Autos Ltd.,,520021,,,,BSE
INE800H01010,Omaxe Limited,OMAXE,532880,,,EQ,BOTH
INE112B01013,Omega Ag-Seeds (Punjab) ltd.,,519479,,,,BSE
INE501C01015,Omkar Pharmachem Ltd.,,532167,,,,BSE
INE369B01019,Omni Axs Software Ltd.,,532340,,,,BSE
INE0JFE01012,Omnipotent Industries Limited,,543400,,,,BSE
INE0UH301010,Omnitech Engineering Limited,OMNI,544720,,,EQ,BOTH
INE814D01010,Omnitex Industries (India) Ltd.,,514324,,,,BSE
INE982J01020,One 97 Communications Limited,PAYTM,543396,,,EQ,BOTH
INE670O01013,ONE GLOBAL SERVICE PROVIDER LIMITED,,514330,,,,BSE
INE0HLU01028,One Mobikwik Systems Limited,MOBIKWIK,544305,,,EQ,BOTH
INE840Y01029,One Point One Solutions Limited,ONEPOINT,544748,,,EQ,BOTH
INE912L01015,Onelife Capital Advisors Ltd,,533632,,,,BSE
INE12F801023,OnEMI Technology Solutions Limited,KISSHT,544754,,,EQ,BOTH
INE125F01032,ONESOURCE INDUSTRIES AND VENTURES LIMITED,,530805,,,,BSE
INE013P01021,Onesource Specialty Pharma Limited,ONESOURCE,544292,,,EQ,BOTH
INE831A01028,ONIDA ELECTRONICS LIMITED,,500279,,,,BSE
INE173M01012,ONIX SOLAR ENERGY LIMITED,,513119,,,,BSE
INE809I01019,OnMobile Global Limited,ONMOBILE,532944,,,EQ,BOTH
INE989S01042,Ontic Finserve Limited,,540386,,,,BSE
INE229A01017,Onward Technologies Limited,ONWARDTEC,517536,,,EQ,BOTH
INE350C01017,Optiemus Infracom Limited,OPTIEMUS,530135,,,EQ,BOTH
INE031G01022,Optimus Finance Limited,,531254,,,,BSE
INE881D01027,Oracle Financial Services Software Limited,OFSS,532466,,,EQ,BOTH
INE231G01010,Orbit Exports Limited,ORBTEXP,512626,,,EQ,BOTH
INE215B01022,Orchasp Limited,ORCHASP,532271,,,EQ,BOTH
INE191A01027,Orchid Pharma Limited,ORCHPHARMA,524372,,,EQ,BOTH
INE412E01011,Organic Coatings Ltd.,,531157,,,,BSE
INE0MIO01019,ORGANIC RECYCLING SYSTEMS LIMITED,,543997,,,,BSE
INE730A01022,Oricon Enterprises Limited,ORICONENT,513121,,,EQ,BOTH
INE607D01018,Orient Bell Limited,ORIENTBELL,530365,,,EQ,BOTH
INE247F01018,Orient Beverages Ltd.,,507690,,,,BSE
INE876N01018,Orient Cement Limited,ORIENTCEM,535754,,,EQ,BOTH
INE569C01020,ORIENT CERATECH LIMITED,ORIENTCER,504879,,,EQ,BOTH
INE142Z01019,Orient Electric Limited,ORIENTELEC,541301,,,EQ,BOTH
INE999K01014,Orient Green Power Company Limited,GREENPOWER,533263,,,EQ,BOTH
INE592A01026,Orient Paper & Industries Limited,ORIENTPPR,502420,,,EQ,BOTH
INE609C01024,Orient Press Limited,ORIENTLTD,526325,,,EQ,BOTH
INE0PPK01015,Orient Technologies Limited,ORIENTTECH,544235,,,EQ,BOTH
INE681D01039,Orient Tradelink Ltd.,,531512,,,,BSE
INE959C01023,Oriental Aromatics Limited,OAL,500078,,,EQ,BOTH
INE750A01020,Oriental Hotels Limited,ORIENTHOT,500314,,,EQ,BOTH
INE457G01029,ORIENTAL RAIL INFRASTRUCTURE LIMITED,,531859,,,,BSE
INE998H01012,Oriental Trimex Limited,ORIENTALTL,532817,,,EQ,BOTH
INE426Z01016,Orissa Bengal Carrier Limited,OBCL,541206,,,EQ,BOTH
INE16NZ01023,Orkla India Limited,ORKLAINDIA,544595,,,EQ,BOTH
INE628B01034,Orosil Smiths India Limited,,531626,,,,BSE
INE849L01019,Ortel Communications Limited,,539015,,,,BSE
INE749B01020,ORTIN GLOBAL LIMITED,,539287,,,,BSE
INE880P01015,Oseaspre Consultants Ltd.,,509782,,,,BSE
