isin,name,nse_symbol,bse_code,sector,industry,series,exchange
INE087E01011,Fine-line Circuits Ltd.,,517264,,,,BSE
INE0QOQ01013,Finelistings Technologies Limited,,544173,,,,BSE
INE045J01034,Fineotex Chemical Limited,FCL,533333,,,EQ,BOTH
INE734I01027,Finkurve Financial Services Limited,FINKURVE,508954,,,EQ,BOTH
INE02NC01014,Fino Payments Bank Limited,FINOPB,543386,,,EQ,BOTH
INE235A01022,Finolex Cables Limited,FINCABLES,500144,,,EQ,BOTH
INE183A01024,Finolex Industries Limited,FINPIPE,500940,,,EQ,BOTH
INE609B01018,First Custodian Fund (India) Ltd.,,511122,,,,BSE
INE683B01047,FIRST FINTEC LIMITED,,532379,,,,BSE
INE684F01012,Firstsource Solutions Limited,FSL,532809,,,EQ,BOTH
INE771F01041,Fischer Medical Ventures Limited,FISCHER,524743,,,EQ,BOTH
INE128S01021,Five-Star Business Finance Limited,FIVESTAR,543663,,,EQ,BOTH
INE00Y201027,Flair Writing Industries Limited,FLAIR,544030,,,EQ,BOTH
INE954B01018,Flex Foods Ltd.,,523672,,,,BSE
INE060J01017,FLEXITUFF VENTURES INTERNATIONAL LIMITED,,533638,,,,BSE
INE952M01019,FLOMIC GLOBAL LOGISTICS LIMITED,,504380,,,,BSE
INE318U01016,Flora Corporation Limited,,540267,,,,BSE
INE459C01016,Fluidomat Ltd.,,522017,,,,BSE
INE0DXR01010,Focus Business Solution Limited,,543312,,,,BSE
INE593W01028,Focus Lighting and Fixtures Limited,FOCUS,,,,EQ,NSE
INE0L3H01014,Fone4 Communications (India) Limited,,543521,,,,BSE
INE976E01023,Foods & Inns Limited,FOODSIN,507552,,,EQ,BOTH
INE518A01013,Forbes & Company Ltd,,502865,,,,BSE
INE0TT901016,Forbes Precision Tools and Machine Parts Limited,,544186,,,,BSE
INE451A01017,FORCE MOTORS LTD,FORCEMOT,500033,,,EQ,BOTH
INE061F01013,Fortis Healthcare Limited,FORTIS,532843,,,EQ,BOTH
INE842B01015,Fortis Malar Hospitals Limited,,523696,,,,BSE
INE501D01013,Fortune International Ltd.,,530213,,,,BSE
INE599F01020,FOSECO CRUCIBLE INDIA LIMITED,,523160,,,,BSE
INE519A01011,Foseco India Limited,FOSECOIND,500150,,,EQ,BOTH
INE617C01027,Foundry Fuel Products Ltd.,,513579,,,,BSE
INE212S01015,Fractal Analytics Limited,FRACTAL,544700,,,EQ,BOTH
INE1W3Q01011,Fractal Industries Limited,,544707,,,,BSE
INE789R01022,Franklin Industries Limited,,540190,,,,BSE
INE399S01010,Franklin Leasing and Finance Limited,,539839,,,,BSE
INE184Q01010,Fraser And Company Limited,,539032,,,,BSE
INE401Z01019,Fratelli Vineyards Limited,,541741,,,,BSE
INE194R01017,Fredun Pharmaceuticals Limited,,539730,,,,BSE
INE977E01013,Frontier Capital Limited,,508980,,,,BSE
INE572D01014,Frontier Springs Limited,FRONTSP,522195,,,EQ,BOTH
INE092D01013,Frontline Corporation Limited,,532042,,,,BSE
INE776R01011,Frontline Financial Services Ltd.,,531685,,,,BSE
INE836C01015,Fruition Venture Limited,,538568,,,,BSE
INE388Y01029,FSN E-Commerce Ventures Limited,NYKAA,543384,,,EQ,BOTH
INE12UR01024,Fujiyama Power Systems Limited,,544613,,,,BSE
INE365H01014,FUNDVISER CAPITAL (INDIA) LIMITED,,530197,,,,BSE
INE139R01012,Fusion Finance Limited,FUSION,543652,,,EQ,BOTH
INE623B01027,Future Enterprises Limited,,523574,,,,BSE
INE452O01016,Future Lifestyle Fashions Limited,,536507,,,,BSE
INE360L01017,Future Market Networks Limited,,533296,,,,BSE
INE425D01015,Futuristic Securities Ltd,,523113,,,,BSE
INE241F01011,Futuristic Solutions Ltd.,,534063,,,,BSE
INE455H01021,FYNX CAPITAL LIMITED,,507962,,,,BSE
INE0E2801015,G M Polyplast Limited,,543239,,,,BSE
INE201P01022,G R Infraprojects Limited,GRINFRA,543317,,,EQ,BOTH
INE631D01026,G. G. Dandekar Properties Limited,,505250,,,,BSE
INE05QJ01015,G. K. P. Printing & Packaging Limited,,542666,,,,BSE
INE493B01017,G.G.Automotive Gears Ltd.,,531399,,,,BSE
INE131D01019,G.k.Consultants Ltd.,,531758,,,,BSE
INE736H01024,G.S. Auto International Ltd.,,513059,,,,BSE
INE1H1501013,Gabion Technologies India Limited,,544675,,,,BSE
INE524A01029,Gabriel India Limited,GABRIEL,505714,,,EQ,BOTH
INE0QZF01012,Gabriel Pet Straps Limited,,544108,,,,BSE
INE224E01028,GACM Technologies Limited,GATECH,531723,,,EQ,BOTH
INE224E01036,GACM Technologies Limited,GATECHDVR,570005,,,EQ,BOTH
INE837X01027,Gaekwar Mills Ltd.,,502850,,,,BSE
INE076D01016,Gagan Gases Ltd.,,524624,,,,BSE
INE129A01019,GAIL (India) Limited,GAIL,532155,,,EQ,BOTH
INE868G01019,Gajanan Securities Services Ltd.,,538609,,,,BSE
INE480S01026,Gala Global Products Limited,,539228,,,,BSE
INE0RE001014,Gala Precision Engineering Limited,GALAPREC,544244,,,EQ,BOTH
INE906Y01028,Galactico Corporate Services Limited,,542802,,,,BSE
INE243E01010,Galada Finance Limited,,538881,,,,BSE
INE255C01026,Galada Power & Communication Ltd.,,504697,,,,BSE
INE803L01016,Galaxy Agrico Exports Ltd.,,531911,,,,BSE
INE020S01012,Galaxy Bearings Ltd.,,526073,,,,BSE
INE403B01016,GALAXY SUPERMARKET LIMITED,,506186,,,,BSE
INE600K01018,Galaxy Surfactants Limited,GALAXYSURF,540935,,,EQ,BOTH
INE297H01019,Gallantt Ispat Limited,GALLANTT,532726,,,EQ,BOTH
INE0BUQ01012,Gallard Steel Limited,,544616,,,,BSE
INE755J01012,Gallops Enterprise  Limited,,531902,,,,BSE
INE890S01026,GAMCO LIMITED,,540097,,,,BSE
INE1GUJ01014,GAME CHANGERS TEXFAB LIMITED,,544594,,,,BSE
INE717W01049,Gandhar Oil Refinery (India) Limited,GANDHAR,544029,,,EQ,BOTH
INE524B01027,Gandhi Special Tubes Limited,GANDHITUBE,513108,,,EQ,BOTH
INE388A01029,Ganesh Benzoplast Limited,GANESHBE,500153,,,EQ,BOTH
INE652V01016,Ganesh Consumer Products Limited,GANESHCP,544528,,,EQ,BOTH
INE460C01014,GANESH HOUSING LIMITED,GANESHHOU,526367,,,EQ,BOTH
INE845D01014,Ganesha Ecosphere Limited,GANECOS,514167,,,EQ,BOTH
INE369Q01017,GANESHA ECOVERSE LIMITED,,539041,,,,BSE
INE691Z01023,Ganga Forging Limited,GANGAFORGE,,,,EQ,NSE
INE278O01015,Ganga Papers India Ltd,,531813,,,,BSE
INE615T01017,Ganga Pharmaceuticals Limited,,539680,,,,BSE
INE335W01016,Ganges Securities Limited,GANGESSECU,540647,,,EQ,BOTH
INE162L01017,Ganon Products Limited,,512443,,,,BSE
INE721C01019,Garbi Finvest Limited,,539492,,,,BSE
INE382Z01011,Garden Reach Shipbuilders & Engineers Limited,GRSE,542011,,,EQ,BOTH
INE194E01015,Garg Furnace Ltd.,,530615,,,,BSE
INE653S01028,GARMENT MANTRA LIFESTYLE LIMITED,,539216,,,,BSE
INE797D01017,Garnet Construction Ltd.,,526727,,,,BSE
INE590B01010,Garnet International Limited,,512493,,,,BSE
INE0JVO01026,Garuda Construction and Engineering Limited,GARUDA,544271,,,EQ,BOTH
INE291A01017,Garware Hi-Tech Films Limited,GRWRHITECH,500655,,,EQ,BOTH
INE925D01014,Garware Marine Industries Ltd.,,509563,,,,BSE
INE446C01013,GARWARE OFFSHORE SERVICES LIMITED,,501848,,,,BSE
INE340D01016,Garware Synthetics Ltd.,,514400,,,,BSE
INE276A01018,Garware Technical Fibres Limited,GARFIBRES,509557,,,EQ,BOTH
INE079J01017,Gateway Distriparks Limited,GATEWAY,543489,,,EQ,BOTH
INE0P8B01020,Gaudium IVF and Women Health Limited,,544709,,,,BSE
INE721X01023,Gautam Exim Limited,,540613,,,,BSE
INE063Z01017,Gautam Gems Limited,,540936,,,,BSE
INE052E01015,Gayatri BioOrganics Ltd,,524564,,,,BSE
INE287Z01012,Gayatri Highways Limited,GAYAHWS,541546,,,EQ,BOTH
INE336H01023,Gayatri Projects Limited,,532767,,,,BSE
INE622E01023,Gayatri Sugars Ltd.,,532183,,,,BSE
INE0RWU01016,GB Logistics Commerce Limited,,544348,,,,BSE
INE191P01017,GCM Capital Advisors Limited,,538319,,,,BSE
INE200P01016,GCM Commodity & Derivatives Limited,,535917,,,,BSE
INE168O01026,GCM Securities Limited,,535431,,,,BSE
INE0QHY01011,Gconnect Logitech and Supply Chain Limited,,544156,,,,BSE
INE545E01018,GDL Leasing & Finance ltd.,,530855,,,,BSE
INE878A01011,GE Power India Limited,GVPIL,532309,,,EQ,BOTH
INE200A01026,GE Vernova T&D India Limited,GVT&D,522275,,,EQ,BOTH
INE064H01021,GEE Ltd.,,504028,,,,BSE
INE916G01016,GeeCee Ventures Limited,GEECEE,532764,,,EQ,BOTH
INE669X01032,Geekay Wires Limited,GEEKAYWIRE,,,,EQ,NSE
INE06XZ01023,Gem Aromatics Limited,GEMAROMA,544491,,,EQ,BOTH
INE0RUJ01013,GEM Enviro Management Limited,,544199,,,,BSE
INE165F01020,Gem Spinners India Ltd,,521133,,,,BSE
INE503D01027,Gemstone Investments Ltd.,,531137,,,,BSE
INE481Y01014,General Insurance Corporation of India,GICRE,540755,,,EQ,BOTH
INE854S01022,Generic Engineering Construction and Projects Limited,GENCON,539407,,,EQ,BOTH
INE727B01026,Genesys International Corporation Limited,GENESYS,506109,,,EQ,BOTH
INE509C01026,Gennex Laboratories Ltd,,531739,,,,BSE
INE574D01010,GENOMIC VALLEY BIOTECH LIMITED,,539206,,,,BSE
INE861N01036,GENPHARMASEC LIMITED,,531592,,,,BSE
INE949P01018,Genus Paper & Boards Limited,GENUSPAPER,538961,,,EQ,BOTH
INE955D01029,Genus Power Infrastructures Limited,GENUSPOWER,530343,,,EQ,BOTH
INE256D01014,GENUS PRIME INFRA LIMITED,,532425,,,,BSE
INE007B01023,Geojit Financial Services Limited,GEOJITFSL,532285,,,EQ,BOTH
INE0H1201020,Getalong Enterprise Limited,,543372,,,,BSE
INE538A01037,GFL Limited,GFLLIMITED,500173,,,EQ,BOTH
INE539A01019,GHCL Limited,GHCL,500171,,,EQ,BOTH
INE0PA801013,GHCL Textiles Limited,GHCLTEXTIL,543918,,,EQ,BOTH
INE009U01011,Ghushine Fintrrade Ocean Limited,,539864,,,,BSE
INE809Q01020,GHV INFRA PROJECTS LIMITED,,505504,,,,BSE
INE063601012,Gian Life Care Limited,,542918,,,,BSE
INE289B01019,GIC Housing Finance Limited,GICHSGFIN,511676,,,EQ,BOTH
INE918C01029,Gilada Finance & Investments Ltd.,,538788,,,,BSE
INE047B01011,Gillanders Arbuthnot & Company Limited,GILLANDERS,532716,,,EQ,BOTH
INE322A01010,Gillette India Limited,GILLETTE,507815,,,EQ,BOTH
INE548B01018,Gini Silk Mills Ltd.,,531744,,,,BSE
INE424C01010,Ginni Filaments Limited,GINNIFILA,590025,,,EQ,BOTH
INE776O01018,GITA RENEWABLE ENERGY LIMITED,,539013,,,,BSE
INE1AG301022,GK Energy Limited,GKENERGY,544525,,,EQ,BOTH
INE265D01015,GKB Ophthalmics Ltd.,,533212,,,,BSE
INE528A01020,GKW Limited,GKWLIMITED,,,,EQ,NSE
INE03CM01014,GLAAM UP JWEL LIMITED,,542477,,,,BSE
INE580D01017,Glance Finance Ltd.,,531199,,,,BSE
INE068V01023,Gland Pharma Limited,GLAND,543245,,,EQ,BOTH
INE159A01016,GlaxoSmithKline Pharmaceuticals Limited,GLAXO,500660,,,EQ,BOTH
INE0UMC01019,Glen Industries Limited,,544444,,,,BSE
INE935A01035,Glenmark Pharmaceuticals Limited,GLENMARK,532296,,,EQ,BOTH
INE741B01027,Glittek Granites Ltd.,,513528,,,,BSE
INE062C01042,Global Capital Markets Ltd.,,530263,,,,BSE
INE425H01016,GLOBAL DEFENCE INDUSTRIES LIMITED,,512091,,,,BSE
INE291W01037,Global Education Limited,GLOBAL,,,,EQ,NSE
INE474Q01031,Global Health Limited,MEDANTA,543654,,,EQ,BOTH
INE0J2K01014,Global Longlife Hospital and Research Limited,,543520,,,,BSE
INE1ITY01011,Global Ocean Logistics India Limited,,544665,,,,BSE
INE0JSX01015,Global Surfaces Limited,GSLSU,543829,,,EQ,BOTH
INE792H01019,Global Vectra Helicorp Limited,GLOBALVECT,532773,,,EQ,BOTH
INE0URU01010,Globale Tessile Limited,,544234,,,,BSE
INE632W01016,GlobalSpace Technologies Limited,,540654,,,,BSE
INE0V3U01015,GLOBE CIVIL PROJECTS LIMITED,,544424,,,,BSE
INE804Q01013,Globe Commercials Limited,,540266,,,,BSE
INE581X01021,GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE,,,,EQ,NSE
INE947T01022,Globe International Carriers Limited,GICL,,,,EQ,NSE
INE12P601017,Globtier Infotech limited,,544494,,,,BSE
INE064L01015,Globus Constructors & Developers Limited,,526025,,,,BSE
INE615I01010,Globus Spirits Limited,GLOBUSSPR,533104,,,EQ,BOTH
INE350Z01018,Gloster Limited,GLOSTERLTD,542351,,,EQ,BOTH
INE0TQE01026,Glottis Limited,,544557,,,,BSE
INE075D01018,GM Breweries Limited,GMBREW,507488,,,EQ,BOTH
INE541A01023,GMM Pfaudler Limited,GMMPFAUDLR,505255,,,EQ,BOTH
INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,532754,,,EQ,BOTH
INE0CU601026,GMR Power and Urban Infra Limited,GMRP&UI,543490,,,EQ,BOTH
INE934S01014,GNA Axles Limited,GNA,540124,,,EQ,BOTH
INE18JU01028,GNG Electronics Limited,EBGNG,544455,,,EQ,BOTH
INE03JT01014,Go Digit General Insurance Limited,GODIGIT,544179,,,EQ,BOTH
INE0BJS01011,Go Fashion (India) Limited,GOCOLORS,543401,,,EQ,BOTH
INE426D01013,Goa Carbon Limited,GOACARBON,509567,,,EQ,BOTH
INE492Z01018,GOBLIN INDIA LIMITED,,542850,,,,BSE
INE077F01035,GOCL Corporation Limited,GOCLCORP,506480,,,EQ,BOTH
INE497S01012,Godavari Biorefineries Limited,GODAVARIB,544279,,,EQ,BOTH
INE362C01012,Godavari Drugs Ltd.,,530317,,,,BSE
INE177H01039,Godawari Power And Ispat limited,GPIL,532734,,,EQ,BOTH
INE260B01028,Godfrey Phillips India Limited,GODFRYPHLP,500163,,,EQ,BOTH
INE850D01014,Godrej Agrovet Limited,GODREJAGRO,540743,,,EQ,BOTH
INE102D01028,Godrej Consumer Products Limited,GODREJCP,532424,,,EQ,BOTH
INE233A01035,Godrej Industries Limited,GODREJIND,500164,,,EQ,BOTH
INE484J01027,Godrej Properties Limited,GODREJPROP,533150,,,EQ,BOTH
INE0ZOM01013,GOEL CONSTRUCTION COMPANY LIMITED,,544504,,,,BSE
INE0K6L01010,Goel Food Products Limited,,543538,,,,BSE
INE997C01015,Goenka Business & Finance Limited,,538787,,,,BSE
INE832C01014,GOGIA CAPITAL GROWTH LIMITED,,531600,,,,BSE
INE642I01014,GOKAK TEXTILES LTD.,,532957,,,,BSE
INE887G01027,Gokaldas Exports Limited,GOKEX,532630,,,EQ,BOTH
INE314T01033,Gokul Agro Resources Limited,GOKULAGRO,539725,,,EQ,BOTH
INE020J01029,Gokul Refoils and Solvent Limited,GOKUL,532980,,,EQ,BOTH
INE598F01014,Gold Rock Investments Ltd.,,501111,,,,BSE
INE222U01010,Golden Crest Education & Services Limited,,540062,,,,BSE
INE088E01019,Golden Legand Leasing & Finance Ltd,,509024,,,,BSE
INE973A01010,Golden Tobacco Ltd.,,500151,,,,BSE
INE025B01025,Goldiam International Limited,GOLDIAM,526729,,,EQ,BOTH
INE1CLW01015,GOLDLINE PHARMACEUTICAL LIMITED,,544759,,,,BSE
INE427D01011,Golechha Global Finance Ltd.,,531360,,,,BSE
INE798D01015,Golkunda Diamonds & Jewellery Ltd.,,523676,,,,BSE
INE127I01024,Goodluck India Limited,GOODLUCK,530655,,,EQ,BOTH
INE300A01016,Goodricke Group Ltd.,,500166,,,,BSE
INE533A01012,Goodyear India Limited,GOODYEAR,500168,,,EQ,BOTH
INE0L9R01028,Gopal Snacks Limited,GOPAL,544140,,,EQ,BOTH
INE792J01015,Gorani Industries Ltd.,,531608,,,,BSE
INE538G01018,Gothi Plascon (India) Ltd.,,531111,,,,BSE
INE512D01028,GOURMET GATEWAY INDIA LIMITED,,506134,,,,BSE
INE225G01012,Gowra Leasing & Finance Ltd.,,530709,,,,BSE
INE705X01026,Goyal Aluminiums Limited,GOYALALUM,541152,,,EQ,BOTH
INE912B01032,Goyal Associates Ltd.,,530663,,,,BSE
INE586G01017,GP Petroleums Limited,,532543,,,,BSE
INE486R01017,GPT Healthcare Limited,GPTHEALTH,544131,,,EQ,BOTH
INE390G01014,GPT Infraprojects Limited,GPTINFRA,533761,,,EQ,BOTH
INE361K01017,Gradiente Infotainment Limited,GRADIENTE,,,,EQ,NSE
INE578R01011,GRAMEVA LIMITED,,539120,,,,BSE
INE926B01016,Grand Oak Canyons Distillery Limited,GRANDOAK,523862,,,EQ,BOTH
INE927M01029,Grandma Trading & Agencies Ltd.,,504369,,,,BSE
INE101D01020,Granules India Limited,GRANULES,532482,,,EQ,BOTH
INE371A01025,Graphite India Limited,GRAPHITE,509488,,,EQ,BOTH
INE047A01021,Grasim Industries Limited,GRASIM,500300,,,EQ,BOTH
INE915E01013,Gratex Industries Ltd.,,526751,,,,BSE
INE266D01021,Grauer & Weil India Limited,GRAUWEIL,505710,,,EQ,BOTH
INE214F01026,Graviss Hospitality Limited,GRAVISSHO,509546,,,EQ,BOTH
INE024L01027,Gravita India Limited,GRAVITA,533282,,,EQ,BOTH
INE995A01013,Gravity (India) Ltd.,,532015,,,,BSE
INE0U8P01015,GRE Renew Enertech Limited,,544682,,,,BSE
INE224A01026,Greaves Cotton Limited,GREAVESCOT,501455,,,EQ,BOTH
INE414C01045,Greencrest Financial Services Limited,,531737,,,,BSE
INE0S0701019,Greenhitech Ventures Limited,,544163,,,,BSE
INE544R01021,Greenlam Industries Limited,GREENLAM,538979,,,EQ,BOTH
INE08ZM01014,Greenpanel Industries Limited,GREENPANEL,542857,,,EQ,BOTH
INE461C01038,Greenply Industries Limited,GREENPLY,526797,,,EQ,BOTH
INE199P01028,Gretex Corporate Services Limited,GCSL,543324,,,EQ,BOTH
INE536A01023,Grindwell Norton Limited,GRINDWELL,506076,,,EQ,BOTH
INE192H01020,GRM Overseas Limited,GRMOVER,531449,,,EQ,BOTH
INE042B01012,GROARC INDUSTRIES INDIA LIMITED,,532315,,,,BSE
INE343C01012,Grovy India Limited,,539522,,,,BSE
INE451S01027,GROWINGTON VENTURES INDIA LIMITED,,539222,,,,BSE
INE137I01015,GRP Limited,GRPLTD,509152,,,EQ,BOTH
INE777C01011,GSB Finance Ltd.,,511543,,,,BSE
INE721D01017,GSL Securities Ltd.,,530469,,,,BSE
INE713R01022,GSP Crop Science Limited,GSPCROP,544733,,,EQ,BOTH
INE871H01011,GSS Infotech Ltd,,532951,,,,BSE
INE221H01019,GTL Infrastructure Limited,GTLINFRA,532775,,,EQ,BOTH
INE043A01012,GTL Limited,GTL,500160,,,EQ,BOTH
INE537A01013,GTN Industries Limited,,500170,,,,BSE
INE302H01017,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),,532744,,,,BSE
INE869I01013,GTPL Hathway Limited,GTPL,540602,,,EQ,BOTH
INE959B01017,GTT DATA SOLUTIONS LIMITED,,530457,,,,BSE
INE910R01024,GTV Engineering Limited,,539479,,,,BSE
INE742B01025,Gufic Biosciences Limited,GUFICBIO,509079,,,EQ,BOTH
INE186A01019,Gujarat Alkalies and Chemicals Limited,GUJALKALI,530001,,,EQ,BOTH
INE036B01030,Gujarat Ambuja Exports Limited,GAEL,524226,,,EQ,BOTH
INE826C01016,Gujarat Apollo Industries Limited,GUJAPOLLO,522217,,,EQ,BOTH
INE276I01011,Gujarat Containers Ltd.,,513507,,,,BSE
INE004C01028,Gujarat Cotex Ltd,,514386,,,,BSE
INE372D01019,Gujarat Craft Industries Ltd.,,526965,,,,BSE
INE034B01019,Gujarat Credit Corporation Ltd.,,511441,,,,BSE
INE09N301011,Gujarat Fluorochemicals Limited,FLUOROCHEM,542812,,,EQ,BOTH
INE844O01030,Gujarat Gas Limited,GUJGASLTD,539336,,,EQ,BOTH
INE621C01011,Gujarat Hotels Ltd.,,507960,,,,BSE
INE578V01013,Gujarat Hy-Spin Limited,,540938,,,,BSE
INE162A01010,Gujarat Industries Power Company Limited,GIPCL,517300,,,EQ,BOTH
INE659F01014,Gujarat Inject (Kerala) Ltd.,,524238,,,,BSE
INE877E01015,Gujarat Intrux Limited,,517372,,,,BSE
INE373D01017,Gujarat Investa Ltd.,,531341,,,,BSE
INE0V0W01025,Gujarat Kidney And Super Speciality Limited,GKSL,544666,,,EQ,BOTH
INE540A01017,Gujarat Lease Financing Limited,,500174,,,,BSE
INE131A01031,Gujarat Mineral Development Corporation Limited,GMDCLTD,532181,,,EQ,BOTH
INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,500670,,,EQ,BOTH
INE207H01018,Gujarat Natural Resources Limited,GNRL,513536,,,EQ,BOTH
INE0SIK01014,GUJARAT PEANUT AND AGRI PRODUCTS LIMITED,,544548,,,,BSE
INE636P01011,Gujarat Petrosynthese Ltd.,,506858,,,,BSE
INE517F01014,Gujarat Pipavav Port Limited,GPPL,533248,,,EQ,BOTH
INE541F01022,Gujarat Poly Electronics Limited,,517288,,,,BSE
INE610B01024,Gujarat Raffia Industries Limited,GUJRAFFIA,523836,,,EQ,BOTH
INE026A01025,Gujarat State Fertilizers & Chemicals Limited,GSFC,500690,,,EQ,BOTH
INE944A01011,Gujarat State Financial corporation,,532160,,,,BSE
INE499G01013,Gujarat Terce Laboratories Ltd,,524314,,,,BSE
INE942C01045,Gujarat Themis Biosyn Limited,GUJTHEM,506879,,,EQ,BOTH
INE145J01032,Gujarat Toolroom Ltd.,,513337,,,,BSE
INE173V01013,Gujarat Winding Systems Limited,,541627,,,,BSE
INE311N01016,GUJJUBHAI INDUSTRIES LIMITED,,532070,,,,BSE
INE635Q01029,Gulf Oil Lubricants India Limited,GULFOILLUB,538567,,,EQ,BOTH
INE255D01024,Gulshan Polyols Limited,GULPOLY,532457,,,EQ,BOTH
INE986W01016,GURU KRUPA GEMS AND JEWELLERY LIMITED,,540545,,,,BSE
INE251H01024,GVK Power & Infrastructure Ltd,,532708,,,,BSE
INE382T01030,GVP Infotech Limited,GVPTECH,,,,EQ,NSE
INE487G01018,Gyan Developers & Builders Ltd.,,530141,,,,BSE
INE724A01017,GYFTR LIMITED,,507912,,,,BSE
INE926X01010,H.G. Infra Engineering Limited,HGINFRA,541019,,,EQ,BOTH
INE0DZD01015,H.M. ELECTRO MECH LIMITED,,544349,,,,BSE
INE950C01014,H.P. Cotton Textile Mills Ltd.,,502873,,,,BSE
INE731B01010,H.S.India Ltd.,,532145,,,,BSE
INE115S01010,Halder Venture Limited,HALDER,539854,,,EQ,BOTH
INE506D01020,Haldyn Glass Limited,HALDYNGL,515147,,,EQ,BOTH
INE320X01016,HALEOS LABS LIMITED,HALEOSLABS,540679,,,EQ,BOTH
INE0QBD01018,HAMPS BIO LIMITED,,544312,,,,BSE
INE299D01022,HAMPTON SKY REALTY LIMITED,,526407,,,,BSE
INE596H01014,HandsOn Global Management (HGM) Limited,HGM,532761,,,EQ,BOTH
INE982Q01017,HANMAN FIT LIMITED,,538731,,,,BSE
INE0JVH01012,Hannah Joseph Hospital Limited,,544687,,,,BSE
INE419U01012,Happiest Minds Technologies Limited,HAPPSTMNDS,543227,,,EQ,BOTH
INE330T01021,Happy Forgings Limited,HAPPYFORGE,544057,,,EQ,BOTH
INE722D01015,Hardcastle & Waud Mfg. Co. Ltd.,,509597,,,,BSE
INE626Z01029,Hardwyn India Limited,HARDWYN,541276,,,EQ,BOTH
INE493N01012,Haria Apparels Limited,,538081,,,,BSE
INE772B01014,Haria Exports Ltd.,,512604,,,,BSE
INE1UYW01010,HARIKANTA OVERSEAS LIMITED,,544769,,,,BSE
INE00EV01017,Hariom Pipe Industries Limited,HARIOMPIPE,543517,,,EQ,BOTH
INE01K301012,Harish Textile Engineers Limited,,542682,,,,BSE
INE400G01011,Hariyana Ship Breakers Ltd.,,526931,,,,BSE
INE219D01012,HARIYANA VENTURES LIMITED,,506024,,,,BSE
INE544A01019,Harrisons  Malayalam Limited,HARRMALAYA,500467,,,EQ,BOTH
INE0JUS01029,Harsha Engineers International Limited,HARSHA,543600,,,EQ,BOTH
INE0OLZ01015,HARSHDEEP HORTICO LIMITED,,544105,,,,BSE
INE098E01026,HARSHIL AGROTECH LIMITED,,505336,,,,BSE
INE928H01019,Haryana Capfin Ltd.,,532855,,,,BSE
INE737G01016,Haryana Financial Corporation ltd.,,530927,,,,BSE
INE681F01018,Haryana Leather Chemicals Ltd.,,524080,,,,BSE
INE888Q01016,Has Lifestyle Limited,,780014,,,,BSE
INE671D01014,Hasti Finance Ltd.,,531387,,,,BSE
INE525B01016,Hathway Bhawani Cabletel & Datacom,,509073,,,,BSE
INE982F01036,Hathway Cable & Datacom Limited,HATHWAY,533162,,,EQ,BOTH
INE473B01035,Hatsun Agro Product Limited,HATSUN,531531,,,EQ,BOTH
INE176B01034,Havells India Limited,HAVELLS,517354,,,EQ,BOTH
INE230I01018,Hawa Engineers ltd.,,539176,,,,BSE
INE979B01015,Hawkins Cookers Limited,HAWKINCOOK,508486,,,EQ,BOTH
INE550F01049,Hazoor Multi Projects Limited,,532467,,,,BSE
INE640B01021,HB Estate Developers Limited,HBESD,532334,,,EQ,BOTH
INE549B01016,HB Leasing & Finance Co. Ltd.,,508956,,,,BSE
INE638B01025,HB Portfolio Ltd.,,532333,,,,BSE
INE550B01022,HB Stockholdings Ltd.,,532216,,,,BSE
INE977M01024,HBG HOTELS LIMITED,,537839,,,,BSE
INE292B01021,HBL Engineering Limited,HBLENGINE,517271,,,EQ,BOTH
INE345Q01017,HCKK Ventures Limited,,539224,,,,BSE
INE236A01020,HCL Infosystems Limited,HCL-INSYS,500179,,,EQ,BOTH
INE860A01027,HCL Technologies Limited,HCLTECH,532281,,,EQ,BOTH
INE136C01044,HCP PLASTENE BULKPACK LIMITED,,526717,,,,BSE
INE756I01012,HDB Financial Services Limited,HDBFS,544429,,,EQ,BOTH
INE127D01025,HDFC Asset Management Company Limited,HDFCAMC,541729,,,EQ,BOTH
INE040A01034,HDFC Bank Limited,HDFCBANK,500180,,,EQ,BOTH
INE795G01014,HDFC Life Insurance Company Limited,HDFCLIFE,540777,,,EQ,BOTH
INE759V01019,Heads UP Ventures Limited,HEADSUP,540210,,,EQ,BOTH
INE019J01013,Health X Platform Limited,HEALTHX,533259,,,EQ,BOTH
INE075I01017,Healthcare Global Enterprises Limited,HCG,539787,,,EQ,BOTH
INE160N01017,Healthy Investments Ltd.,,503689,,,,BSE
INE0L3501015,HEALTHY LIFE AGRITEC LIMITED,,543546,,,,BSE
INE558R01013,HEC Infra Projects Limited,HECPROJECT,,,,EQ,NSE
INE025D01013,Heera Ispat Ltd.,,526967,,,,BSE
INE545A01024,HEG Limited,HEG,509631,,,EQ,BOTH
INE578A01017,HeidelbergCement India Limited,HEIDELBERG,500292,,,EQ,BOTH
INE1FJE01010,HELLOJI HOLIDAYS LIMITED,,544630,,,,BSE
INE738P01015,Helpage Finlease Ltd.,,539174,,,,BSE
INE721U01011,HEM Holdings and Trading Ltd.,,505520,,,,BSE
INE930A01010,Hemang Resources Limited,,531178,,,,BSE
INE0GYI01028,Hemant Surgical Industries Limited,,543916,,,,BSE
